tempo,gender,label
133.9285714,female,adult
120.9677419,female,adult
133.9285714,female,adult
129.3103448,female,adult
120.9677419,female,adult
138.8888889,female,adult
93.75,female,adult
150,female,adult
156.25,female,adult
120.9677419,female,adult
113.6363636,female,adult
120.9677419,female,adult
129.3103448,female,adult
138.8888889,female,adult
104.1666667,female,adult
133.9285714,female,adult
120.9677419,female,adult
150,female,adult
156.25,female,adult
101.3513514,female,adult
150,female,adult
117.1875,female,adult
156.25,female,adult
125,female,adult
110.2941176,female,adult
129.3103448,female,adult
138.8888889,female,adult
125,female,adult
163.0434783,female,adult
96.15384615,female,adult
125,female,adult
113.6363636,female,adult
110.2941176,female,adult
117.1875,female,adult
125,female,adult
138.8888889,female,adult
144.2307692,female,adult
113.6363636,female,adult
101.3513514,female,adult
138.8888889,female,adult
120.9677419,female,adult
129.3103448,female,adult
144.2307692,female,adult
144.2307692,female,adult
138.8888889,female,adult
156.25,female,adult
120.9677419,female,adult
144.2307692,female,adult
125,female,adult
129.3103448,female,adult
133.9285714,female,adult
138.8888889,female,adult
125,female,adult
150,female,adult
117.1875,female,adult
129.3103448,female,adult
156.25,female,adult
117.1875,female,adult
113.6363636,female,adult
138.8888889,female,adult
163.0434783,female,adult
156.25,female,adult
104.1666667,female,adult
117.1875,female,adult
144.2307692,female,adult
129.3103448,female,adult
150,female,adult
129.3103448,female,adult
117.1875,female,adult
113.6363636,female,adult
113.6363636,female,adult
107.1428571,female,adult
133.9285714,female,adult
133.9285714,female,adult
156.25,female,adult
117.1875,female,adult
113.6363636,female,adult
129.3103448,female,adult
133.9285714,female,adult
113.6363636,female,adult
125,female,adult
96.15384615,female,adult
125,female,adult
117.1875,female,adult
104.1666667,female,adult
117.1875,female,adult
156.25,female,adult
110.2941176,female,adult
113.6363636,female,adult
125,female,adult
133.9285714,female,adult
138.8888889,female,adult
144.2307692,female,adult
129.3103448,female,adult
120.9677419,female,adult
138.8888889,female,adult
125,female,adult
107.1428571,female,adult
110.2941176,female,adult
138.8888889,female,adult
129.3103448,female,adult
89.28571429,female,adult
120.9677419,female,adult
129.3103448,female,adult
113.6363636,female,adult
101.3513514,female,adult
144.2307692,female,adult
104.1666667,female,adult
138.8888889,female,adult
125,female,adult
87.20930233,female,adult
104.1666667,female,adult
133.9285714,female,adult
101.3513514,female,adult
117.1875,female,adult
125,female,adult
129.3103448,female,adult
125,female,adult
150,female,adult
125,female,adult
133.9285714,female,adult
113.6363636,female,adult
104.1666667,female,adult
83.33333333,female,adult
113.6363636,female,adult
117.1875,female,adult
104.1666667,female,adult
113.6363636,female,adult
96.15384615,female,adult
104.1666667,female,adult
113.6363636,female,adult
144.2307692,female,adult
96.15384615,female,adult
98.68421053,female,adult
120.9677419,female,adult
117.1875,female,adult
138.8888889,female,adult
178.5714286,female,adult
98.68421053,female,adult
133.9285714,female,adult
163.0434783,female,adult
107.1428571,female,adult
129.3103448,female,adult
138.8888889,female,adult
125,female,adult
101.3513514,female,adult
101.3513514,female,adult
110.2941176,female,adult
133.9285714,female,adult
113.6363636,female,adult
129.3103448,female,adult
129.3103448,female,adult
113.6363636,female,adult
104.1666667,female,adult
133.9285714,female,adult
129.3103448,female,adult
125,female,adult
144.2307692,female,adult
113.6363636,female,adult
170.4545455,female,adult
96.15384615,female,adult
93.75,female,adult
117.1875,female,adult
129.3103448,female,adult
129.3103448,female,adult
125,female,adult
98.68421053,female,adult
138.8888889,female,adult
129.3103448,female,adult
129.3103448,female,adult
129.3103448,female,adult
138.8888889,female,adult
138.8888889,female,adult
117.1875,female,adult
117.1875,female,adult
129.3103448,female,adult
113.6363636,female,adult
138.8888889,female,adult
133.9285714,female,adult
150,female,adult
144.2307692,female,adult
113.6363636,female,adult
120.9677419,female,adult
133.9285714,female,adult
107.1428571,female,adult
93.75,female,adult
104.1666667,female,adult
113.6363636,female,adult
138.8888889,female,adult
101.3513514,female,adult
120.9677419,female,adult
104.1666667,female,adult
138.8888889,female,adult
98.68421053,female,adult
170.4545455,female,adult
125,female,adult
98.68421053,female,adult
120.9677419,female,adult
120.9677419,female,adult
110.2941176,female,adult
138.8888889,female,adult
117.1875,female,adult
133.9285714,female,adult
98.68421053,female,adult
104.1666667,female,adult
91.46341463,female,adult
129.3103448,female,adult
110.2941176,female,adult
120.9677419,female,adult
138.8888889,female,adult
133.9285714,female,adult
98.68421053,female,adult
125,female,adult
107.1428571,female,adult
104.1666667,female,adult
129.3103448,female,adult
120.9677419,female,adult
110.2941176,female,adult
150,female,adult
113.6363636,female,adult
138.8888889,female,adult
170.4545455,female,adult
98.68421053,female,adult
117.1875,female,adult
110.2941176,female,adult
98.68421053,female,adult
150,female,adult
129.3103448,female,adult
138.8888889,female,adult
113.6363636,female,adult
144.2307692,female,adult
120.9677419,female,adult
83.33333333,female,adult
125,female,adult
138.8888889,female,adult
120.9677419,female,adult
150,female,adult
133.9285714,female,adult
125,female,adult
144.2307692,female,adult
129.3103448,female,adult
104.1666667,female,adult
129.3103448,female,adult
98.68421053,female,adult
113.6363636,female,adult
101.3513514,female,adult
144.2307692,female,adult
93.75,female,adult
125,female,adult
107.1428571,female,adult
110.2941176,female,adult
104.1666667,female,adult
138.8888889,female,adult
150,female,adult
113.6363636,female,adult
163.0434783,female,adult
144.2307692,female,adult
150,female,adult
125,female,adult
125,female,adult
125,female,adult
110.2941176,female,adult
129.3103448,female,adult
133.9285714,female,adult
138.8888889,female,adult
120.9677419,female,adult
120.9677419,female,adult
156.25,female,adult
144.2307692,female,adult
110.2941176,female,adult
125,female,adult
104.1666667,female,adult
150,female,adult
150,female,adult
125,female,adult
150,female,adult
110.2941176,female,adult
138.8888889,female,adult
178.5714286,female,adult
163.0434783,female,adult
133.9285714,female,adult
133.9285714,female,adult
144.2307692,female,adult
120.9677419,female,adult
129.3103448,female,adult
110.2941176,female,adult
156.25,female,adult
138.8888889,female,adult
129.3103448,female,adult
104.1666667,female,adult
125,female,adult
120.9677419,female,adult
163.0434783,female,adult
125,female,adult
96.15384615,female,adult
96.15384615,female,adult
107.1428571,female,adult
117.1875,female,adult
170.4545455,female,adult
133.9285714,female,adult
93.75,female,adult
120.9677419,female,adult
125,female,adult
133.9285714,female,adult
187.5,female,adult
110.2941176,female,adult
138.8888889,female,adult
138.8888889,female,adult
120.9677419,female,adult
129.3103448,female,adult
129.3103448,female,adult
138.8888889,female,adult
138.8888889,female,adult
125,female,adult
113.6363636,female,adult
129.3103448,female,adult
133.9285714,female,adult
156.25,female,adult
138.8888889,female,adult
187.5,female,adult
138.8888889,female,adult
133.9285714,female,adult
104.1666667,female,adult
117.1875,female,adult
110.2941176,female,adult
150,female,adult
117.1875,female,adult
98.68421053,female,adult
104.1666667,male,adult
138.8888889,male,adult
113.6363636,male,adult
129.3103448,male,adult
101.3513514,male,adult
104.1666667,male,adult
104.1666667,male,adult
117.1875,male,adult
150,male,adult
156.25,male,adult
138.8888889,male,adult
98.68421053,male,adult
113.6363636,male,adult
120.9677419,male,adult
125,male,adult
163.0434783,male,adult
107.1428571,male,adult
144.2307692,male,adult
117.1875,male,adult
125,male,adult
129.3103448,male,adult
98.68421053,male,adult
120.9677419,male,adult
129.3103448,male,adult
93.75,male,adult
107.1428571,male,adult
98.68421053,male,adult
104.1666667,male,adult
163.0434783,male,adult
107.1428571,male,adult
113.6363636,male,adult
101.3513514,male,adult
133.9285714,male,adult
79.78723404,male,adult
91.46341463,male,adult
125,male,adult
125,male,adult
101.3513514,male,adult
120.9677419,male,adult
113.6363636,male,adult
144.2307692,male,adult
129.3103448,male,adult
163.0434783,male,adult
110.2941176,male,adult
129.3103448,male,adult
120.9677419,male,adult
138.8888889,male,adult
120.9677419,male,adult
104.1666667,male,adult
113.6363636,male,adult
104.1666667,male,adult
113.6363636,male,adult
138.8888889,male,adult
138.8888889,male,adult
120.9677419,male,adult
91.46341463,male,adult
120.9677419,male,adult
101.3513514,male,adult
144.2307692,male,adult
129.3103448,male,adult
117.1875,male,adult
129.3103448,male,adult
150,male,adult
76.53061224,male,adult
156.25,male,adult
120.9677419,male,adult
120.9677419,male,adult
113.6363636,male,adult
125,male,adult
96.15384615,male,adult
156.25,male,adult
133.9285714,male,adult
110.2941176,male,adult
187.5,male,adult
138.8888889,male,adult
129.3103448,male,adult
150,male,adult
138.8888889,male,adult
133.9285714,male,adult
178.5714286,male,adult
117.1875,male,adult
107.1428571,male,adult
144.2307692,male,adult
138.8888889,male,adult
120.9677419,male,adult
120.9677419,male,adult
107.1428571,male,adult
156.25,male,adult
113.6363636,male,adult
125,male,adult
129.3103448,male,adult
163.0434783,male,adult
117.1875,male,adult
138.8888889,male,adult
125,male,adult
125,male,adult
133.9285714,male,adult
110.2941176,male,adult
133.9285714,male,adult
93.75,male,adult
129.3103448,male,adult
120.9677419,male,adult
107.1428571,male,adult
163.0434783,male,adult
178.5714286,male,adult
144.2307692,male,adult
125,male,adult
170.4545455,male,adult
150,male,adult
117.1875,male,adult
138.8888889,male,adult
138.8888889,male,adult
117.1875,male,adult
133.9285714,male,adult
144.2307692,male,adult
110.2941176,male,adult
156.25,male,adult
138.8888889,male,adult
110.2941176,male,adult
133.9285714,male,adult
144.2307692,male,adult
117.1875,male,adult
120.9677419,male,adult
120.9677419,male,adult
125,male,adult
133.9285714,male,adult
117.1875,male,adult
129.3103448,male,adult
120.9677419,male,adult
156.25,male,adult
117.1875,male,adult
117.1875,male,adult
117.1875,male,adult
156.25,male,adult
120.9677419,male,adult
117.1875,male,adult
178.5714286,male,adult
156.25,male,adult
150,male,adult
113.6363636,male,adult
150,male,adult
117.1875,male,adult
113.6363636,male,adult
120.9677419,male,adult
113.6363636,male,adult
138.8888889,male,adult
110.2941176,male,adult
133.9285714,male,adult
138.8888889,male,adult
117.1875,male,adult
113.6363636,male,adult
110.2941176,male,adult
120.9677419,male,adult
98.68421053,male,adult
133.9285714,male,adult
91.46341463,male,adult
120.9677419,male,adult
98.68421053,male,adult
110.2941176,male,adult
101.3513514,male,adult
125,male,adult
125,male,adult
125,male,adult
113.6363636,male,adult
133.9285714,male,adult
138.8888889,male,adult
113.6363636,male,adult
110.2941176,male,adult
125,male,adult
117.1875,male,adult
101.3513514,male,adult
138.8888889,male,adult
138.8888889,male,adult
129.3103448,male,adult
120.9677419,male,adult
170.4545455,male,adult
129.3103448,male,adult
120.9677419,male,adult
120.9677419,male,adult
110.2941176,male,adult
156.25,male,adult
144.2307692,male,adult
163.0434783,male,adult
138.8888889,male,adult
197.3684211,male,adult
98.68421053,male,adult
144.2307692,male,adult
117.1875,male,adult
110.2941176,male,adult
150,male,adult
156.25,male,adult
120.9677419,male,adult
129.3103448,male,adult
163.0434783,male,adult
156.25,male,adult
138.8888889,male,adult
93.75,male,adult
125,male,adult
110.2941176,male,adult
120.9677419,male,adult
144.2307692,male,adult
129.3103448,male,adult
138.8888889,male,adult
125,male,adult
144.2307692,male,adult
129.3103448,male,adult
125,male,adult
117.1875,male,adult
117.1875,male,adult
113.6363636,male,adult
117.1875,male,adult
117.1875,male,adult
107.1428571,male,adult
138.8888889,male,adult
120.9677419,male,adult
117.1875,male,adult
113.6363636,male,adult
129.3103448,male,adult
150,male,adult
117.1875,male,adult
163.0434783,male,adult
110.2941176,male,adult
129.3103448,male,adult
133.9285714,male,adult
120.9677419,male,adult
113.6363636,male,adult
113.6363636,male,adult
125,male,adult
144.2307692,male,adult
89.28571429,male,adult
98.68421053,male,adult
101.3513514,male,adult
104.1666667,male,adult
156.25,male,adult
96.15384615,male,adult
98.68421053,male,adult
101.3513514,male,adult
113.6363636,male,adult
104.1666667,male,adult
125,male,adult
133.9285714,male,adult
144.2307692,male,adult
113.6363636,male,adult
156.25,male,adult
96.15384615,male,adult
101.3513514,male,adult
133.9285714,male,adult
125,male,adult
133.9285714,male,adult
110.2941176,male,adult
110.2941176,male,adult
117.1875,male,adult
150,male,adult
133.9285714,male,adult
113.6363636,male,adult
133.9285714,male,adult
125,male,adult
129.3103448,male,adult
110.2941176,male,adult
107.1428571,male,adult
170.4545455,male,adult
110.2941176,male,adult
101.3513514,male,adult
120.9677419,male,adult
150,male,adult
107.1428571,male,adult
125,male,adult
150,male,adult
104.1666667,male,adult
113.6363636,male,adult
150,male,adult
170.4545455,male,adult
163.0434783,male,adult
120.9677419,male,adult
133.9285714,male,adult
129.3103448,male,adult
163.0434783,male,adult
133.9285714,male,adult
120.9677419,male,adult
120.9677419,male,adult
138.8888889,male,adult
117.1875,male,adult
117.1875,male,adult
104.1666667,male,adult
178.5714286,male,adult
110.2941176,male,adult
125,male,adult
144.2307692,male,adult
138.8888889,male,adult
104.1666667,male,adult
98.68421053,male,adult
120.9677419,male,adult
107.1428571,male,adult
98.68421053,male,adult
117.1875,male,adult
125,male,adult
125,male,adult
89.28571429,male,adult
93.75,male,adult
125,male,adult
150,male,adult
110.2941176,male,adult
104.1666667,male,adult
170.4545455,male,adult
93.75,male,adult
129.3103448,male,adult
107.1428571,male,adult
104.1666667,male,adult
107.1428571,male,adult
144.2307692,male,adult
104.1666667,male,adult
133.9285714,male,adult
98.68421053,male,adult
120.9677419,male,adult
138.8888889,male,adult
144.2307692,male,adult
150,male,adult
98.68421053,male,adult
138.8888889,male,adult
120.9677419,male,adult
133.9285714,male,adult
170.4545455,male,adult
98.68421053,male,adult
120.9677419,male,adult
110.2941176,male,adult
101.3513514,male,adult
110.2941176,male,adult
113.6363636,male,adult
144.2307692,male,adult
96.15384615,male,adult
89.28571429,male,adult
170.4545455,male,adult
144.2307692,male,adult
113.6363636,male,adult
170.4545455,male,adult
107.1428571,male,adult
125,male,adult
129.3103448,male,adult
101.3513514,male,adult
156.25,male,adult
113.6363636,male,adult
110.2941176,male,adult
150,male,adult
138.8888889,male,adult
113.6363636,male,adult
125,male,adult
107.1428571,male,adult
163.0434783,male,adult
120.9677419,male,adult
117.1875,male,adult
144.2307692,male,adult
129.3103448,male,adult
113.6363636,male,adult
120.9677419,male,adult
133.9285714,male,adult
156.25,male,adult
144.2307692,male,adult
104.1666667,male,adult
113.6363636,male,adult
117.1875,male,adult
91.46341463,male,adult
138.8888889,male,adult
133.9285714,male,adult
93.75,male,adult
129.3103448,male,adult
170.4545455,male,adult
133.9285714,male,adult
117.1875,male,adult
125,male,adult
170.4545455,male,adult
117.1875,male,adult
129.3103448,male,adult
117.1875,male,adult
89.28571429,male,adult
187.5,male,adult
144.2307692,male,adult
178.5714286,male,adult
110.2941176,male,adult
144.2307692,male,adult
170.4545455,male,adult
104.1666667,male,adult
107.1428571,male,adult
110.2941176,male,adult
120.9677419,male,adult
144.2307692,male,adult
138.8888889,male,adult
107.1428571,male,adult
107.1428571,male,adult
133.9285714,male,adult
120.9677419,male,adult
133.9285714,male,adult
117.1875,male,adult
101.3513514,male,adult
110.2941176,male,adult
91.46341463,male,adult
98.68421053,male,adult
113.6363636,male,adult
133.9285714,male,adult
150,male,adult
163.0434783,male,adult
120.9677419,male,adult
117.1875,male,adult
187.5,male,adult
120.9677419,male,adult
113.6363636,male,adult
187.5,male,adult
104.1666667,male,adult
107.1428571,male,adult
98.68421053,male,adult
113.6363636,male,adult
138.8888889,male,adult
107.1428571,male,adult
187.5,male,adult
98.68421053,male,adult
110.2941176,male,adult
138.8888889,male,adult
107.1428571,male,adult
101.3513514,male,adult
120.9677419,male,adult
129.3103448,male,adult
138.8888889,male,adult
101.3513514,male,adult
98.68421053,male,adult
125,male,adult
125,male,adult
178.5714286,male,adult
120.9677419,male,adult
144.2307692,male,adult
133.9285714,male,adult
113.6363636,male,adult
156.25,male,adult
101.3513514,male,adult
110.2941176,male,adult
138.8888889,male,adult
113.6363636,male,adult
156.25,male,adult
163.0434783,male,adult
89.28571429,male,adult
104.1666667,male,adult
120.9677419,male,adult
117.1875,male,adult
133.9285714,male,adult
120.9677419,male,adult
120.9677419,male,adult
170.4545455,male,adult
156.25,male,adult
156.25,male,adult
129.3103448,male,adult
120.9677419,male,adult
96.15384615,male,adult
113.6363636,male,adult
125,male,adult
129.3103448,male,adult
120.9677419,male,adult
110.2941176,male,adult
144.2307692,male,adult
187.5,male,adult
120.9677419,male,adult
125,male,adult
129.3103448,male,adult
101.3513514,male,adult
117.1875,male,adult
129.3103448,male,adult
125,male,adult
133.9285714,male,adult
117.1875,male,adult
120.9677419,male,adult
133.9285714,male,adult
138.8888889,male,adult
170.4545455,male,adult
104.1666667,male,adult
144.2307692,male,adult
133.9285714,male,adult
107.1428571,male,adult
138.8888889,male,adult
144.2307692,male,adult
144.2307692,male,adult
110.2941176,male,adult
138.8888889,male,adult
107.1428571,male,adult
98.68421053,male,adult
98.68421053,male,adult
101.3513514,male,adult
120.9677419,male,adult
110.2941176,male,adult
96.15384615,male,adult
98.68421053,male,adult
129.3103448,male,adult
156.25,male,adult
101.3513514,male,adult
110.2941176,male,adult
150,male,adult
138.8888889,male,adult
98.68421053,male,adult
104.1666667,male,adult
163.0434783,male,adult
96.15384615,male,adult
113.6363636,male,adult
150,male,adult
144.2307692,male,adult
120.9677419,male,adult
120.9677419,male,adult
120.9677419,male,adult
138.8888889,male,adult
125,male,adult
120.9677419,male,adult
144.2307692,male,adult
144.2307692,male,adult
107.1428571,male,adult
156.25,male,adult
150,male,adult
98.68421053,male,adult
117.1875,male,adult
125,male,adult
107.1428571,male,adult
144.2307692,male,adult
156.25,male,adult
163.0434783,male,adult
133.9285714,male,adult
125,male,adult
133.9285714,male,adult
113.6363636,male,adult
129.3103448,male,adult
107.1428571,male,adult
125,male,adult
170.4545455,male,adult
120.9677419,male,adult
117.1875,male,adult
125,male,adult
163.0434783,male,adult
170.4545455,male,adult
104.1666667,male,adult
138.8888889,male,adult
125,male,adult
138.8888889,male,adult
91.46341463,male,adult
129.3103448,male,adult
144.2307692,male,adult
133.9285714,male,adult
120.9677419,male,adult
117.1875,male,adult
120.9677419,male,adult
144.2307692,male,adult
101.3513514,male,adult
104.1666667,male,adult
133.9285714,male,adult
144.2307692,male,adult
107.1428571,male,adult
117.1875,male,adult
117.1875,male,adult
117.1875,male,adult
117.1875,male,adult
138.8888889,male,adult
144.2307692,male,adult
133.9285714,male,adult
156.25,male,adult
117.1875,male,adult
113.6363636,male,adult
156.25,male,adult
150,male,adult
101.3513514,male,adult
133.9285714,male,adult
170.4545455,male,adult
133.9285714,male,adult
125,male,adult
117.1875,male,adult
113.6363636,male,adult
150,male,adult
138.8888889,male,adult
129.3103448,male,adult
113.6363636,male,adult
120.9677419,male,adult
125,male,adult
107.1428571,male,adult
113.6363636,male,adult
156.25,male,adult
133.9285714,male,adult
133.9285714,male,adult
113.6363636,male,adult
129.3103448,male,adult
133.9285714,male,adult
113.6363636,male,adult
113.6363636,male,adult
138.8888889,male,adult
144.2307692,male,adult
133.9285714,male,adult
125,male,adult
129.3103448,male,adult
104.1666667,male,adult
133.9285714,male,adult
117.1875,male,adult
91.46341463,male,adult
93.75,male,adult
133.9285714,male,adult
125,male,adult
98.68421053,male,adult
107.1428571,male,adult
101.3513514,male,adult
150,male,adult
93.75,male,adult
120.9677419,male,adult
107.1428571,male,adult
110.2941176,male,adult
163.0434783,male,adult
117.1875,male,adult
138.8888889,male,adult
107.1428571,male,adult
104.1666667,male,adult
150,male,adult
